corrida,gen,best_gap,best_g6,n,evento,epoch
0,77,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,78,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,79,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,80,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,81,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,82,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,83,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,84,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,85,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,86,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,87,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,88,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,89,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,90,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,91,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,92,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,93,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,94,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,95,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,96,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,97,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,98,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,99,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,100,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,101,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,102,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,103,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,104,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,105,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,106,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,107,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,108,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,109,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,110,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,111,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,112,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,113,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,114,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,115,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,116,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,117,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,118,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,119,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,120,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,121,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,122,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,123,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,124,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,125,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,126,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,127,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,128,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,129,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,130,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380718
0,131,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,132,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,133,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,134,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,135,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,136,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,137,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,138,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,139,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,140,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,141,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,142,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,143,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,144,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,145,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,146,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,147,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,148,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,149,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,150,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,151,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,152,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,153,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,154,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,155,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,156,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,157,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,158,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,159,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,160,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,161,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,162,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,163,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,164,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,165,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,166,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,167,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,168,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,169,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,170,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,171,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,172,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,173,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,174,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,175,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,176,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,177,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,178,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,179,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,180,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
0,181,0.2263141447,VsaCCA?_C????@?@??_?G?@??C??G??G??C??@?C?G??,23,gen,1783380719
